Name,Actual Gross Profit for Venue,Created Time,Forecast GP for Venue,EA Backport with Pivot,Count (Breakdown),Count (Sales Opportunities),SAP ACT GP FYE26,Venue Tier [Private],Venue Tier (Opps),GP Act (per Ops) [Private],GPP Act (per Finance) [Private],_record_id,Venue Type,Address,KERB Status,Sales Opportunities,Breakdown,Venue Photo,Gross Profit (from Event Reports) (from Breakdown),Gross Profit (from Breakdown),Current Sales Manager,Previous Sales Manger(s),Business Development,Venue Commission Rate,Floorpan / Venue Docs,Access Information / Nearest Tube,Guest Access Points & Staff Access Points,Access Times,Loading Bay ,Goods Lift / Stairs Only,Set Up Type?,Inside / Outside,Cooking Restrictions,Onsite Kitchen?,Food BOH Details,Cloakroom,KERB Silver Bins,Waste Removal Info,Power,Water,Venue Bar?,Bar BOH Storage,Do we need lighting for the bar?,Glassware,VRN's Required?,Staff Names Required?,Venue Contact,Department(s),Capacity,Notes,Site Restrictions,Bars,Breakdown copy,Room Hire / Rates & Capacities,Contract,Invoicing,Staff changing rooms/toilets/smoking area,Will there be an on-site H&S audit conducted by venue?,Work Requests,Fire Exit,Loading Bay Photos,Floor Restrictions?,Bar Photos,Venue Sales Representative,Staffing % Target,COGs% Target,Supplier List ,Crew Food,Link To Drive
93 Feet East ,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rech0RNBRcxrwQwZy,,"150 Brick Ln, London E1 6QL",NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95 Wigmore Street,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec5OmwlAdotOo6XW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Barrington,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,reclcnowy479fvr4y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103c Camley St,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recF5N6vX6WkSW04D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105 Sumner St,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec09war8TciitCY5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108 The Strand ,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recBbx5pTOOw5jiw5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110 Pennington St,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recvVdcxPJvTcgC5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110 Pennington St E1W 2BB,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recgUfgPLgVAtQmyN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110 Pennington Street,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recH9NZJRr7seVGbn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113 Regents Park Road NW1 8UR,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recHMIcfGkegbU50f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136 George St,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recJ5GO4Pauo6JWTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136 Kingsland Rd,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec7fr2d7FrmrTnlx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150 Brick Lane,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recD3armHIVrqSO5Y,Event Space,"150 Brick Ln, London E1 6QL",NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150 Holborn,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recBeHSk6XWwu7ZvF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160 Hamilton Road,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recKXCeSfo3McZww4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241 Coldharbour Lane SW9 8RR,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recbp66FyiEphKosd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274 baker street,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recbLZR3m5ZRBGZNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600 Kings Road,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recqN4geymkAUs5C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a field in Shaftesbury/ Dorset,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recKhMF9w9W5ELKV8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abingdon,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recJL31nYASFYa3hU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adidas Hazel Grove,7123.509999999999,2025-04-01T09:49:21.000Z,6575.56,"rec98ZisRXxxPmkdN, recsZZnblDPSGmDBL",3,1,7161.179999999999,6 - Unranked,4 - Bronze,0.0,0.0,recYc1U3CMESZ5918,,,PARTNERSHIPS,recEQdVFApyerYfyl,"rec6ryEBlsQBl9N3a, rec2ThHbFMgyBOcoL, recoy4u109qCtqNDB",https://v5.airtableusercontent.com/v3/u/50/50/1770285600000/q-goEWFv_JLpuww807wQlg/pWwOkJS6-RPyDIlhB4l2lkT2Jn74_NEIN5uWQljCXiCbiPO1VVP4dwzRmyRsQhjdoMo31lrO-EN2lEtGPpTnHMArwt3ho-rBnx8ApqMsKk4oaULt762PM4SUYC5q50uEwwcvdlEsqUgFA9OYyt2n9sLt9hrkWPrHCDz4F0Jowyg/UN-K4AWnqpf2QjqP1h6TpxUQbVGqtMHoTPqqJWrGbKU,"4862.5599999999995, 0, 2260.95","4729, 0, 1846.5600000000004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airbus Broughton,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recj5GElITqAYmUjg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL3 6RN,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec7rvFbexZJFpM2N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska Waterloo,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recpEiwwBNm092Wl0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcott Farm ,0.0,2025-10-09T08:47:33.000Z,3865.0200000000004,,1,1,0.0,6 - Unranked,Unranked,0.0,0.0,reckuTK4DWIbU519W,,,,rec4uBoZ8wy1Qrt1c,rechwt1LZyi7o2XtJ,,,3865.0200000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aldenham Rd,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recC4AGu3N1XYdtdW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandra Palace,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec58EbUTZuVx74Ym,Event Space,"Alexandra Palace, Alexandra Palace Way, London, N22 7AY",YES - KERB VENUE,,,,,,"rec0Hy5Uj9Dsb6d3d, recL8xgOUIiB2zTOp",recpslvjcy81yhrb1,,0.2,,,,,,,,,,,,,,,,,,,,,,,recqZxqErg9JsJ9hK,"recKYL4UGGMgzayKD, recw2Z4JpCJIjYlIK",240.0,,,,,,,,,,,,,,,,,,,,
Ali Chamberlain,0.0,2025-09-12T08:18:35.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recHo1B9uSpNDzZ3t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allenbury Sports & Social Club ,0.0,2025-07-16T12:48:49.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recAb9peO84v0MRx6,,,,recfH5XEJI9VX7uDz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allpress Espresso Cafe and Roastery,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recXGa91PI7p7oP5Z,,"55 Dalston Lane, london, E82NG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alphabeta Building,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec5z1aEkBpnTEsEF,,"14-18 Finsbury Square, London EC2A 1AH",,,,,,,,reckGhkkDHOgZPduM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber lake,0.0,2025-03-26T17:09:01.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,rec7zwkDJCJhmBY8D,,,,recqcz75m6ucvsljz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber Lakes,27261.83,2025-03-26T17:09:01.000Z,14710.0,"rec4j6atym4ycVfuL, recGHM3icgzROYRht, recBQiGo3CDiLIpQN",3,21,19881.89,5 - Bronze,4 - Bronze,27261.83,19881.89,recjV5vYaTvt3fjtw,Event Space,"94a Welley Rd, Wraysbury, Staines TW19 5EP",YES - KERB VENUE,"rec4WpMq3iiQYpzL7, recqGVrK5jGcZUkLX, recdYhv28dUjkq94N, recDOvJ6mK0VwTJCa, recqxeKu1dD5Ck3f8, recPdyCfuaJpcB3KN, recljDcosOvY6R9eQ, recv8g27NpGyjVGMP, recugnSCpY0QssmI9, rec2XTd2aOXKMWbiH, recmG6VkY6p8Z1SC5, recxNeUMmKKR06eol, rectQUiIpH5S4EUDd, reckhrLgLo64MB6Gx, recKlJtkKCBkTqqT5, recehaw0UdshBfLEz, rec0MYNOo1MyVmueO, recEDtmHLp0WvFeQe, recrkeexWA37TixnQ, rec756XhBQn1J0Za8, recUh8Fakt8Qq0RT0","recLMwoZSuGXzFuba, rec2XpwbMjGVSDMjW, rec7S30Pnpe0vSssT",https://v5.airtableusercontent.com/v3/u/50/50/1770285600000/4TkTEhjyLQE8isOEtKXgYw/DmoqAtzIB_dx12Yuu1NYAwvoDSBTD-SZ7e3ppQo_2TayVYhThkZKne3WN0Xrnbfap7JgkJI5MX4MrwVlKxrKXKaAPsDBVXLSBG-QdpIjPm774_0f_omsThO_skUEPt6GccNaQVOBkJwk_o-p-QdqDBVuroN0PzSKnC9GDKxjoDY/dH84tv2qwKVJyNewaCFxKPlTtY1tjbQJhl1Ro406-PQ,"17232.230000000003, 10029.599999999999, 0","7435, 7275, 0",recnThfpqwRXzR4uq,reckGhkkDHOgZPduM,,0.1,,,There is a car park for approx. 60-70 cars ,,"Access from 7am for setup unless otherwise discussed 

Nearer the time there may be the option of equipment being delivered the day prior and collected the day after. This is determined on a case-by-case basis  

Vehicles are able to load out just outside the Amber Lodge 

Please be mindful of the plastic drain covers that break easily if a heavy cage rolls over them. 

The closest a delivery vehicle could come up to the venue when the event is live will be the car park. ","No stairs, the venue is fully accessible 

No lifts ",,,,,BOH needs blue drugget,,,,"2 sets of 3 phase power outside.  

If this is needed for the event, a supplier would need to distribute it (ordinarily the production or marquee supplier). 

In the shed there is 32amp single and 2 x 13amps. So an adaptor required for a 16amp and atleast 15m in length.  

On the lodge wall there is a 63amp and 2 x 13amps  ",,,BOH needs blue drugget,,,,,"recPEilvV0cvN26Qj, recRUGIawN7JE69Ll, recX4AGurLydfkhXw",recKYL4UGGMgzayKD,,CAPACITIES Standing reception 250 Seated dinner 170 Theatre style 170 Cabaret style 100 Addition of marquee or tipi 500 ,"All music outside and in a temporary structure needs to be kept at an ambient/background level at all Times 

Sound must be provided either by the inhouse speakers or by their suppliers 

Everything for the event (including food & drink service) must move inside the lodge by 9pm – if guest numbers are too large for the lodge, this is when the event would need to finish up by. 

We are permitted an unplugged acoustic band with no drums outside until 9pm. 

",,,,,,,,,,,,,,,,,,
Amber lakes,0.0,2025-03-26T17:09:01.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recWxv2XnwKmCAb8e,,,,recudCMW6KWJBTiJM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambika P3,0.0,2025-05-30T12:53:24.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recmvV3dhDJJo1Xwp,,,,recBTDsyGi1zojFja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMP Studios,0.0,2025-03-26T17:09:01.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,reccjah7BDF0wKwoB,,,,reckonjRAJQffyZsg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andover,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recBPpGuySRc2sfuR,,Andover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ark Burlington DAne academy W12 0EA,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recW944m6mE4dKS2Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ark Royal,0.0,2025-11-24T11:14:59.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recakUu4ZGf4R4WfE,Event Space,"Lea Valley Leisure Complex Meridian Way, Lower Edmonton N9 0AR",,recO3pY2pFZOYlID2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Army Reserve Centre,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recey09TrpU0vcw54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art Pavillion,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rech8V1fWoMrFa563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Art Pavillion, Mile End Park",0.0,2025-03-27T13:10:59.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recvKBHsRotc1iKno,,,,rec5E5hniJhXDQVKK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At home in Radlett,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,reciIROAALkU9lpof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auditorium @ The ExCel,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec7rKZFbiVjj7HFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bake Barn,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recsJyzVk9aClZg2n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banbury,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recpAehEyGSkL75yf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barn Elms Sports Center,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recZiSbL3vNZwkdAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barn Elms Sports Centre,2334.9300000000003,2025-08-10T15:58:19.000Z,1500.0,reckyMQNDLaDLlNoO,1,1,2263.15,5 - Bronze,4 - Bronze,2334.9300000000003,2263.15,rec8D1EvEaFAHVaxH,,,NO,recoUguHXbVrMHOoa,recdF2jVq2U7RJ1YT,,2334.9300000000003,1500,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recXblce94Z58ODPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnet EN5,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,reck9DL8tfF3nV7uj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrio Shoreditch,0.0,2025-06-24T10:06:42.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recfRP4hQ9pQVsQ2o,,,,reccezinf3VYWDMG0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath Crescent,18009.74000000005,2025-03-27T15:33:48.000Z,20000.0,recdoLXaKwu1WxrU9,7,0,-43201.87,6 - Unranked,4 - Bronze,0.0,0.0,recPeQyCL3ecziDdM,,,,,"recIpVkQlmhzBGGb6, recRql98kF23sji6j, recC2ahRiSrkYDs3J, rec1uQS6oE9R92Zz6, recqK44QbbvSYR61w, recDTPNBlgECPH8th, recygTvMNqKpyPg88",https://v5.airtableusercontent.com/v3/u/50/50/1770285600000/WfkMLd365vvH1wK_qjq6LA/RSeks0szRT4GlswN7x9hLPiddO-Bnw22WkivXUvw5c_MTJpEZIn9Se3wZ2kJAf6FU_mM0VyLNDxipedj5FkNy2byzzEwdFP2DRxwimEGXuJLNhYx8-jOlEMRe39eLvXZcD_uq7ouARgo82dRC5cz6UVryqO6K5LAuMrKG7OD0uA/r-2EmCiE3pmr4stTCkPhSSQ2aZmu_EY01C_7nif5KT8,"-5185.719999999972, 23195.46000000002","0, 0, 0, 0, 20000, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"recEueV6JzOOZSM2Y, recyIjzolWaowvFNj, rec8xwNeiaBe0MR2f, recCKfi84HCl7cwie, recqdGiXSqDzIG3nF, recDXJ84cFyvbyR34",,,,,,,,,,,,,,,,,
Battersea Arts Centre,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec0mWIGAZBQJu4OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battersea Bowls Pavillion ,0.0,2025-03-26T17:09:01.000Z,4440.0,,1,2,0.0,6 - Unranked,Unranked,0.0,0.0,recaHOSKHid5achuF,,,,"recucyD9M0Dn2Insr, rec3v71QqdTaFvdpl",recLrLZtTUTxnxb8y,,,4440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Battersea Bowls Pavillion , Trinity Buoy Wharf",0.0,2025-03-27T13:10:59.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recDrEr9SaRhc7pUZ,,,,recXWl6zqArddgZEj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battersea Evolution,3225.0,2025-03-26T17:09:01.000Z,3000.0,recE3oB1Xt0ZHZwNE,1,0,3524.62,5 - Bronze,4 - Bronze,3225.0,3524.62,rec96EGAU0m5whJW8,,,,,rec5G2YzcA8obdc7N,https://v5.airtableusercontent.com/v3/u/50/50/1770285600000/fuvICDh5Tep3upNYsn1huA/9PJILqw7ah3fpgHR1lwEbwVA9vKlWDbRtwXnuiKZPgSEAKK1I5dVJr3_VtoFF-nkTMhRUsyF4VGAQbnBGpN-ilX03f4ZU6adqI5xdgnTMhKTTXaDssio29cbUBeT-TIReOWqC6VhK-6PzBwsFTn2w4fRcdQGMwnEJdMhNFBuzas/ePF0gmtkqnXkXFvpkHHNX1OHhSEug9eFklSmxSL9fmU,3225,3000,,,recm5fhYaT7e5JOuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battersea Park,0.0,2025-03-26T17:09:01.000Z,0.0,,0,2,0.0,6 - Unranked,Unranked,0.0,0.0,recqXQTeY8RmjjT39,,,,"recsqofbF2maH6jt7, recyOaCDNqmYCSnzL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battersea Park Track (Millenium arena),0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recZZSN2VSyZClxJG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battersea Power Station,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recaEUsEliYP8IDYV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battersea Powerleague,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recndGxVrH104dDeA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBH HQ,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec0N97HSO1ahjlIr,,"60 Kingly St, London W1B 5DS",,,,,,,,recqRWPQLRuFiBiC3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bearwood Lakes,2046.0,2025-03-26T17:09:01.000Z,1346.0,rect7k5EDFerMtZl4,1,1,2046.0,5 - Bronze,4 - Bronze,2046.0,2046.0,recfAAbGL1PuvB5Xz,,,NO,recWCIcvRHC1fwlxN,rec76vBemjUB5kjV3,,2046,1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaufoy walk SE11 6AA,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recIJ7Ydos4KeXGbf,,Beaufoy walk SE11 6AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beckenham Place Park Mansion,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rectoGgmfvUZ6ERIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedford,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recU0Q9t5TUN6GMOv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beefeater Gin Distillery London,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec2ik0SDDrniJkZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behind The Bike Shed,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recGkTt34NqR2MEo2,Event Space,"384 Old St, London EC1V 9LT",NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Below The Lights,0.0,2025-03-26T17:09:01.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recIqjNE4som018SX,,,,recfHdOsytterVC04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkshire,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recIuVGUThNA5APGv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bespoke at Oakmead Views,0.0,2025-03-26T17:09:01.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recTq6WoyTzstB9wv,,,,recqIRyzM9jswFOuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bespoke Venues,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recJfPlchbeUIjRkW,Event Space,"Bespoke (pop-up) at Groombridge
Bespoke at Birtley Parkland
Bespoke at Oakmead Views
Bespoke at Westerlands
Bespoke at Great Danegate
Bespoke at Hartswood Estate
Bespoke at Secret Garden Party (Huntingdon, Cambridgeshire)
 ",PROSPECTIVE,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
